player,game,pts,p_att,p_cmp,p_yds,p_td,p_int,p_2pts,rush_att,rush_yds,rush_td,rush_2pts,receptions,rec_yds,rec_td,rec_2pts,fumbles,fumble_td,week
Breshad PerrimanB. Perriman,TB@JAX,13.00,0,0,0,0,0,0,0,0,0,0,5,87,0,0,0,0,13
Jarvis LandryJ. Landry,CLE@PIT,13.00,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,0,13
Marvin JonesM. Jones,CHI@DET,13.00,0,0,0,0,0,0,0,0,0,0,3,40,1,0,0,0,13
Laquon TreadwellL. Treadwell,MIN@SEA,12.00,0,0,0,0,0,0,0,0,0,0,1,58,1,0,0,0,13
D.K. MetcalfD. Metcalf,MIN@SEA,12.00,0,0,0,0,0,0,0,0,0,0,6,75,0,0,1,0,13
John BrownJ. Brown,BUF@DAL,12.00,1,1,28,1,0,0,0,0,0,0,3,26,0,0,0,0,13
Albert WilsonA. Wilson,PHI@MIA,11.00,0,0,0,0,0,0,2,31,0,0,5,32,0,0,0,0,13
Kalif RaymondK. Raymond,TEN@IND,11.00,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,13
Larry FitzgeraldL. Fitzgerald,LA@ARI,11.00,0,0,0,0,0,0,0,0,0,0,6,56,0,0,0,0,13
Christian BlakeC. Blake,NO@ATL,11.00,0,0,0,0,0,0,0,0,0,0,6,57,0,0,0,0,13
Javon WimsJ. Wims,CHI@DET,10.00,0,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0,13
Michael ThomasM. Thomas,NO@ATL,10.00,0,0,0,0,0,0,0,0,0,0,6,48,0,0,0,0,13
Auden TateA. Tate,NYJ@CIN,10.00,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0,13
Darius SlaytonD. Slayton,GB@NYG,10.00,0,0,0,0,0,0,0,0,0,0,6,44,0,0,0,0,13
Tyreek HillT. Hill,OAK@KC,10.00,0,0,0,0,0,0,1,-4,0,0,5,55,0,0,0,0,13
Marcus JohnsonM. Johnson,TEN@IND,9.00,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0,13
Chris GodwinC. Godwin,TB@JAX,9.00,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,13
Michael GallupM. Gallup,BUF@DAL,9.00,0,0,0,0,0,0,0,0,0,0,3,63,0,0,0,0,13
Mike EvansM. Evans,TB@JAX,9.00,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,13
Chris ConleyC. Conley,TB@JAX,9.00,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0,13
Derek CarrierD. Carrier,OAK@KC,9.00,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,13
Nelson AgholorN. Agholor,PHI@MIA,9.00,0,0,0,0,0,0,0,0,0,0,3,41,0,1,0,0,13
Emmanuel SandersE. Sanders,SF@BAL,8.00,0,0,0,0,0,0,0,0,0,0,4,41,0,0,0,0,13
Adam HumphriesA. Humphries,TEN@IND,8.00,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,13
Jesper HorstedJ. Horsted,CHI@DET,8.00,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,13
Kelvin HarmonK. Harmon,WAS@CAR,8.00,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,13
Stefon DiggsS. Diggs,MIN@SEA,8.00,0,0,0,0,0,0,1,27,0,0,4,25,0,0,0,0,13
Randall CobbR. Cobb,BUF@DAL,8.00,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,13
Ventell BryantV. Bryant,BUF@DAL,8.00,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,13
J.J. Arcega-WhitesideJ. Arcega-Whiteside,PHI@MIA,8.00,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,13
Josh ReynoldsJ. Reynolds,LA@ARI,7.00,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0,13
Jakobi MeyersJ. Meyers,NE@HOU,7.00,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,13
A.J. BrownA. Brown,TEN@IND,7.00,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,13
Kendrick BourneK. Bourne,SF@BAL,7.00,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,13
Jarius WrightJ. Wright,WAS@CAR,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,13
Isaiah McKenzieI. McKenzie,BUF@DAL,6.00,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,13
Allen HurnsA. Hurns,PHI@MIA,6.00,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,13
Pharoh CooperP. Cooper,LA@ARI,6.00,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,0,13
D.J. CharkD. Chark,TB@JAX,6.00,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,13
Danny AmendolaD. Amendola,CHI@DET,6.00,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,13
Demaryius ThomasD. Thomas,NYJ@CIN,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,13
Steven SimsS. Sims,WAS@CAR,5.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,13
Cody LatimerC. Latimer,GB@NYG,5.00,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0,13
Christian KirkC. Kirk,LA@ARI,5.00,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,13
Justin HardyJ. Hardy,NO@ATL,5.00,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0,13
Odell Beckham Jr.O. Beckham,CLE@PIT,5.00,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,13
Vyncint SmithV. Smith,NYJ@CIN,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,13
Mohamed SanuM. Sanu,NE@HOU,4.00,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,13
J.D. McKissicJ. McKissic,CHI@DET,4.00,0,0,0,0,0,0,2,9,0,0,3,15,0,0,0,0,13
Alex EricksonA. Erickson,NYJ@CIN,4.00,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,13
Brandin CooksB. Cooks,LA@ARI,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,13
Tavon AustinT. Austin,BUF@DAL,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,13
Geronimo AllisonG. Allison,GB@NYG,4.00,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,13
Tre'Quan SmithT. Smith,NO@ATL,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,13
Zay JonesZ. Jones,OAK@KC,3.00,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,13
Tevin JonesT. Jones,CLE@PIT,3.00,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,13
Diontae JohnsonD. Johnson,CLE@PIT,3.00,0,0,0,0,0,0,1,17,0,0,1,14,0,0,0,0,13
Cody HollisterC. Hollister,TEN@IND,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,13
DaeSean HamiltonD. Hamilton,LAC@DEN,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,13
Robert FosterR. Foster,BUF@DAL,3.00,0,0,0,0,0,0,1,7,0,0,1,20,0,0,0,0,13
Phillip DorsettP. Dorsett,NE@HOU,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,13
Corey DavisC. Davis,TEN@IND,3.00,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,13
Willie SneadW. Snead,SF@BAL,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,13
Da'Mari ScottD. Scott,GB@NYG,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,13
Terry McLaurinT. McLaurin,WAS@CAR,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,13
Josh GordonJ. Gordon,MIN@SEA,2.00,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,13
Ashton DulinA. Dulin,TEN@IND,2.00,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,13
Keelan DossK. Doss,OAK@KC,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,13
Jamison CrowderJ. Crowder,NYJ@CIN,2.00,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,13
Keelan ColeK. Cole,TB@JAX,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,13
Tyrell WilliamsT. Williams,OAK@KC,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,13
Greg WardG. Ward,PHI@MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,13
Michael WalkerM. Walker,TB@JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,13
Seth RobertsS. Roberts,SF@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,13
Andre PattonA. Patton,LAC@DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,13
Olabisi JohnsonO. Johnson,MIN@SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13
Will FullerW. Fuller,NE@HOU,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,13
Deon CainD. Cain,CLE@PIT,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,13
Marquise BrownM. Brown,SF@BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13
Jaron BrownJ. Brown,MIN@SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,13
Daniel BrownD. Brown,NYJ@CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,13
Braxton BerriosB. Berrios,NYJ@CIN,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,13
Mecole HardmanM. Hardman,OAK@KC,0.00,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,13
Trevor DavisT. Davis,OAK@KC,-1.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13
